,id,year,npisos,uso,uso_de_interes,uso_PB,uso_igual,tipoestruc,irreg_planta,irreg_vertical,columna_corta,esquina,golpeteoI,golpeteoD,pbdebil,cam_rig_elev,apendices
36,026-214.19_pic3.jpeg,1950,4,33,1,33,0,4,1,0,0,0,4,0,0,1,1
37,026-214.19_pic4.jpeg,1950,4,33,1,33,0,4,1,0,0,0,4,0,0,1,1
38,026-215.49_pic0.jpeg,1987,3,14,1,14,0,4,0,0,0,0,2,4,0,0,1
39,026-215.49_pic1.jpeg,1987,3,14,1,14,0,4,0,0,0,0,2,4,0,0,1
40,026-215.49_pic2.jpeg,1987,3,14,1,14,0,4,0,0,0,0,2,4,0,0,1
41,026-215.49_pic3.jpeg,1987,3,14,1,14,0,4,0,0,0,0,2,4,0,0,1
42,026-215.49_pic4.jpeg,1987,3,14,1,14,0,4,0,0,0,0,2,4,0,0,1
43,026-215.36_pic0.jpeg,1991,2,15,1,15,0,5,2,2,0,0,2,2,0,0,1
44,026-215.36_pic1.jpeg,1991,2,15,1,15,0,5,2,2,0,0,2,2,0,0,1
45,026-215.36_pic2.jpeg,1991,2,15,1,15,0,5,2,2,0,0,2,2,0,0,1
46,026-215.36_pic3.jpeg,1991,2,15,1,15,0,5,2,2,0,0,2,2,0,0,1
47,026-215.36_pic4.jpeg,1991,2,15,1,15,0,5,2,2,0,0,2,2,0,0,1
48,026-215.40_pic0.jpeg,1991,3,6,1,6,0,5,2,1,0,0,0,2,0,0,1
49,026-215.40_pic1.jpeg,1991,3,6,1,6,0,5,2,1,0,0,0,2,0,0,1
50,026-215.40_pic3.jpeg,1991,3,6,1,6,0,5,2,1,0,0,0,2,0,0,1
51,026-215.02_pic1.jpeg,2005,6,14,1,14,0,4,2,0,0,0,0,0,0,0,1
52,026-215.02_pic2.jpeg,2005,6,14,1,14,0,4,2,0,0,0,0,0,0,0,1
53,026-215.02_pic3.jpeg,2005,6,14,1,14,0,4,2,0,0,0,0,0,0,0,1
54,026-215.44_pic0.jpeg,1991,2,6,1,6,0,5,2,0,0,0,2,0,0,0,0
55,026-215.44_pic1.jpeg,1991,2,6,1,6,0,5,2,0,0,0,2,0,0,0,0
56,026-215.44_pic2.jpeg,1991,2,6,1,6,0,5,2,0,0,0,2,0,0,0,0
57,026-215.44_pic3.jpeg,1991,2,6,1,6,0,5,2,0,0,0,2,0,0,0,0
58,026-215.44_pic4.jpeg,1991,2,6,1,6,0,5,2,0,0,0,2,0,0,0,0
59,026-215.33_pic0.jpeg,1980,2,6,1,6,0,5,2,2,0,0,0,0,0,0,1
60,026-215.33_pic1.jpeg,1980,2,6,1,6,0,5,2,2,0,0,0,0,0,0,1
61,026-215.33_pic3.jpeg,1980,2,6,1,6,0,5,2,2,0,0,0,0,0,0,1
62,026-214.15_pic3.jpeg,1955,2,10,1,10,0,4,1,0,0,0,2,0,0,0,0
63,026-215.42_pic0.jpeg,1993,2,6,1,6,0,5,1,0,0,0,0,2,0,0,0
64,026-215.42_pic1.jpeg,1993,2,6,1,6,0,5,1,0,0,0,0,2,0,0,0
65,026-215.42_pic2.jpeg,1993,2,6,1,6,0,5,1,0,0,0,0,2,0,0,0
66,026-215.42_pic3.jpeg,1993,2,6,1,6,0,5,1,0,0,0,0,2,0,0,0
67,026-215.42_pic4.jpeg,1993,2,6,1,6,0,5,1,0,0,0,0,2,0,0,0
68,026-215.19_pic0.jpeg,2016,4,14,1,14,0,4,1,0,0,0,0,0,0,1,0
69,026-215.19_pic1.jpeg,2016,4,14,1,14,0,4,1,0,0,0,0,0,0,1,0
70,026-215.19_pic2.jpeg,2016,4,14,1,14,0,4,1,0,0,0,0,0,0,1,0
71,026-215.19_pic3.jpeg,2016,4,14,1,14,0,4,1,0,0,0,0,0,0,1,0
72,026-215.19_pic4.jpeg,2016,4,14,1,14,0,4,1,0,0,0,0,0,0,1,0
73,026-214.30_pic0.jpeg,2016,4,14,1,14,0,3,1,0,0,0,0,4,0,1,1
74,026-214.30_pic1.jpeg,2016,4,14,1,14,0,3,1,0,0,0,0,4,0,1,1
75,026-214.30_pic2.jpeg,2016,4,14,1,14,0,3,1,0,0,0,0,4,0,1,1
76,026-214.30_pic4.jpeg,2016,4,14,1,14,0,3,1,0,0,0,0,4,0,1,1
77,026-215.43_pic0.jpeg,2014,5,14,1,14,0,8,1,0,0,0,4,0,0,1,1
78,026-215.43_pic1.jpeg,2014,5,14,1,14,0,8,1,0,0,0,4,0,0,1,1
79,026-215.43_pic2.jpeg,2014,5,14,1,14,0,8,1,0,0,0,4,0,0,1,1
80,026-215.43_pic3.jpeg,2014,5,14,1,14,0,8,1,0,0,0,4,0,0,1,1
81,026-215.43_pic4.jpeg,2014,5,14,1,14,0,8,1,0,0,0,4,0,0,1,1
82,026-215.32_pic0.jpeg,1986,3,6,1,6,0,5,2,1,0,0,0,2,0,0,0
83,026-215.32_pic1.jpeg,1986,3,6,1,6,0,5,2,1,0,0,0,2,0,0,0
84,026-215.32_pic2.jpeg,1986,3,6,1,6,0,5,2,1,0,0,0,2,0,0,0
85,026-215.32_pic3.jpeg,1986,3,6,1,6,0,5,2,1,0,0,0,2,0,0,0
86,026-215.41_pic0.jpeg,1981,2,6,1,6,0,5,1,0,0,0,2,4,0,0,1
87,026-215.41_pic1.jpeg,1981,2,6,1,6,0,5,1,0,0,0,2,4,0,0,1
88,026-215.41_pic2.jpeg,1981,2,6,1,6,0,5,1,0,0,0,2,4,0,0,1
89,026-215.41_pic3.jpeg,1981,2,6,1,6,0,5,1,0,0,0,2,4,0,0,1
90,026-215.41_pic4.jpeg,1981,2,6,1,6,0,5,1,0,0,0,2,4,0,0,1
91,026-214.13_pic0.jpeg,1976,5,32,1,32,0,8,0,0,0,0,0,2,0,0,1
92,026-214.13_pic1.jpeg,1976,5,32,1,32,0,8,0,0,0,0,0,2,0,0,1
93,026-214.13_pic2.jpeg,1976,5,32,1,32,0,8,0,0,0,0,0,2,0,0,1
94,026-214.13_pic3.jpeg,1976,5,32,1,32,0,8,0,0,0,0,0,2,0,0,1
95,026-214.13_pic4.jpeg,1976,5,32,1,32,0,8,0,0,0,0,0,2,0,0,1
96,026-215.18_pic0.jpeg,1991,3,6,1,6,0,4,2,0,0,0,2,0,0,0,0
97,026-215.18_pic1.jpeg,1991,3,6,1,6,0,4,2,0,0,0,2,0,0,0,0
98,026-215.18_pic2.jpeg,1991,3,6,1,6,0,4,2,0,0,0,2,0,0,0,0
99,026-215.18_pic3.jpeg,1991,3,6,1,6,0,4,2,0,0,0,2,0,0,0,0
100,026-215.18_pic4.jpeg,1991,3,6,1,6,0,4,2,0,0,0,2,0,0,0,0
101,026-215.04_pic0.jpeg,1978,2,6,1,6,0,5,2,1,0,0,0,2,0,0,0
102,026-215.04_pic1.jpeg,1978,2,6,1,6,0,5,2,1,0,0,0,2,0,0,0
103,026-215.04_pic2.jpeg,1978,2,6,1,6,0,5,2,1,0,0,0,2,0,0,0
104,026-215.04_pic3.jpeg,1978,2,6,1,6,0,5,2,1,0,0,0,2,0,0,0
105,026-215.04_pic4.jpeg,1978,2,6,1,6,0,5,2,1,0,0,0,2,0,0,0
106,026-215.16_pic1.jpeg,1977,2,6,1,6,0,5,2,0,0,0,0,0,0,0,0
107,026-215.16_pic2.jpeg,1977,2,6,1,6,0,5,2,0,0,0,0,0,0,0,0
108,026-215.16_pic3.jpeg,1977,2,6,1,6,0,5,2,0,0,0,0,0,0,0,0
109,026-215.16_pic4.jpeg,1977,2,6,1,6,0,5,2,0,0,0,0,0,0,0,0
110,026-214.33_pic0.jpeg,1965,4,14,1,14,0,4,1,0,0,0,0,4,0,0,1
111,026-214.33_pic1.jpeg,1965,4,14,1,14,0,4,1,0,0,0,0,4,0,0,1
112,026-214.33_pic2.jpeg,1965,4,14,1,14,0,4,1,0,0,0,0,4,0,0,1
113,026-214.33_pic3.jpeg,1965,4,14,1,14,0,4,1,0,0,0,0,4,0,0,1
114,026-214.33_pic4.jpeg,1965,4,14,1,14,0,4,1,0,0,0,0,4,0,0,1
115,026-214.11_pic0.jpeg,1952,5,14,1,14,0,3,2,0,0,0,2,4,0,0,1
116,026-214.11_pic1.jpeg,1952,5,14,1,14,0,3,2,0,0,0,2,4,0,0,1
117,026-214.11_pic2.jpeg,1952,5,14,1,14,0,3,2,0,0,0,2,4,0,0,1
118,026-214.11_pic3.jpeg,1952,5,14,1,14,0,3,2,0,0,0,2,4,0,0,1
119,026-214.11_pic4.jpeg,1952,5,14,1,14,0,3,2,0,0,0,2,4,0,0,1
120,026-215.17_pic0.jpeg,2017,5,14,1,14,0,8,1,0,0,0,0,0,0,0,0
121,026-215.17_pic1.jpeg,2017,5,14,1,14,0,8,1,0,0,0,0,0,0,0,0
122,026-215.17_pic2.jpeg,2017,5,14,1,14,0,8,1,0,0,0,0,0,0,0,0
123,026-215.17_pic3.jpeg,2017,5,14,1,14,0,8,1,0,0,0,0,0,0,0,0
124,026-215.17_pic4.jpeg,2017,5,14,1,14,0,8,1,0,0,0,0,0,0,0,0
125,026-215.15_pic0.jpeg,2013,4,14,1,14,0,8,1,0,0,0,0,0,0,1,1
126,026-215.15_pic1.jpeg,2013,4,14,1,14,0,8,1,0,0,0,0,0,0,1,1
127,026-215.15_pic2.jpeg,2013,4,14,1,14,0,8,1,0,0,0,0,0,0,1,1
128,026-215.15_pic3.jpeg,2013,4,14,1,14,0,8,1,0,0,0,0,0,0,1,1
129,026-215.15_pic4.jpeg,2013,4,14,1,14,0,8,1,0,0,0,0,0,0,1,1
130,026-215.05_pic3.jpeg,1980,2,6,1,6,0,5,2,2,0,0,1,0,0,0,0
131,026-215.14_pic3.jpeg,1991,2,6,1,6,0,4,0,0,0,0,0,4,0,0,0
132,026-214.35_pic0.jpeg,1965,4,14,1,14,0,4,2,0,0,0,4,0,1,0,0
133,026-214.35_pic1.jpeg,1965,4,14,1,14,0,4,2,0,0,0,4,0,1,0,0
134,026-214.35_pic2.jpeg,1965,4,14,1,14,0,4,2,0,0,0,4,0,1,0,0
135,026-214.35_pic3.jpeg,1965,4,14,1,14,0,4,2,0,0,0,4,0,1,0,0
136,026-214.35_pic4.jpeg,1965,4,14,1,14,0,4,2,0,0,0,4,0,1,0,0
137,026-214.09_pic2.jpeg,1952,6,33,1,33,0,3,2,0,0,0,4,3,0,0,1
138,026-215.03_pic0.jpeg,1991,2,6,1,6,0,5,0,0,0,0,0,1,0,0,0
139,026-215.03_pic1.jpeg,1991,2,6,1,6,0,5,0,0,0,0,0,1,0,0,0
140,026-215.03_pic2.jpeg,1991,2,6,1,6,0,5,0,0,0,0,0,1,0,0,0
141,026-215.03_pic3.jpeg,1991,2,6,1,6,0,5,0,0,0,0,0,1,0,0,0
142,026-215.03_pic4.jpeg,1991,2,6,1,6,0,5,0,0,0,0,0,1,0,0,0
143,026-215.13_pic0.jpeg,1987,2,6,1,6,0,5,2,2,0,0,4,4,0,0,0
144,026-215.13_pic1.jpeg,1987,2,6,1,6,0,5,2,2,0,0,4,4,0,0,0
145,026-215.13_pic2.jpeg,1987,2,6,1,6,0,5,2,2,0,0,4,4,0,0,0
146,026-215.13_pic3.jpeg,1987,2,6,1,6,0,5,2,2,0,0,4,4,0,0,0
147,026-215.13_pic4.jpeg,1987,2,6,1,6,0,5,2,2,0,0,4,4,0,0,0
148,026-214.36_pic0.jpeg,1954,2,6,1,6,0,5,2,0,0,0,0,4,1,0,0
149,026-214.36_pic1.jpeg,1954,2,6,1,6,0,5,2,0,0,0,0,4,1,0,0
150,026-214.36_pic2.jpeg,1954,2,6,1,6,0,5,2,0,0,0,0,4,1,0,0
151,026-214.36_pic3.jpeg,1954,2,6,1,6,0,5,2,0,0,0,0,4,1,0,0
152,026-214.36_pic4.jpeg,1954,2,6,1,6,0,5,2,0,0,0,0,4,1,0,0
153,026-215.06_pic0.jpeg,1966,2,6,1,6,0,4,1,0,0,0,2,0,0,0,0
154,026-215.06_pic1.jpeg,1966,2,6,1,6,0,4,1,0,0,0,2,0,0,0,0
155,026-215.06_pic2.jpeg,1966,2,6,1,6,0,4,1,0,0,0,2,0,0,0,0
156,026-215.06_pic3.jpeg,1966,2,6,1,6,0,4,1,0,0,0,2,0,0,0,0
157,026-215.06_pic4.jpeg,1966,2,6,1,6,0,4,1,0,0,0,2,0,0,0,0
158,026-214.37_pic0.jpeg,2017,5,14,1,14,0,4,2,0,0,0,4,0,0,1,0
159,026-214.37_pic1.jpeg,2017,5,14,1,14,0,4,2,0,0,0,4,0,0,1,0
160,026-214.37_pic2.jpeg,2017,5,14,1,14,0,4,2,0,0,0,4,0,0,1,0
161,026-214.37_pic3.jpeg,2017,5,14,1,14,0,4,2,0,0,0,4,0,0,1,0
162,026-214.37_pic4.jpeg,2017,5,14,1,14,0,4,2,0,0,0,4,0,0,1,0
163,026-215.08_pic0.jpeg,1981,2,6,1,6,0,5,2,0,0,0,2,2,0,0,0
164,026-215.08_pic1.jpeg,1981,2,6,1,6,0,5,2,0,0,0,2,2,0,0,0
165,026-215.08_pic2.jpeg,1981,2,6,1,6,0,5,2,0,0,0,2,2,0,0,0
166,026-215.08_pic3.jpeg,1981,2,6,1,6,0,5,2,0,0,0,2,2,0,0,0
167,026-215.08_pic4.jpeg,1981,2,6,1,6,0,5,2,0,0,0,2,2,0,0,0
168,026-215.12_pic0.jpeg,1991,5,14,1,14,0,4,2,1,0,0,4,0,0,0,1
169,026-215.12_pic1.jpeg,1991,5,14,1,14,0,4,2,1,0,0,4,0,0,0,1
170,026-215.12_pic2.jpeg,1991,5,14,1,14,0,4,2,1,0,0,4,0,0,0,1
171,026-215.12_pic3.jpeg,1991,5,14,1,14,0,4,2,1,0,0,4,0,0,0,1
172,026-215.12_pic4.jpeg,1991,5,14,1,14,0,4,2,1,0,0,4,0,0,0,1
173,026-215.30_pic0.jpeg,1992,2,6,1,6,0,5,1,0,0,0,2,2,0,0,0
174,026-215.30_pic1.jpeg,1992,2,6,1,6,0,5,1,0,0,0,2,2,0,0,0
175,026-215.30_pic3.jpeg,1992,2,6,1,6,0,5,1,0,0,0,2,2,0,0,0
176,026-215.30_pic4.jpeg,1992,2,6,1,6,0,5,1,0,0,0,2,2,0,0,0
177,026-214.38_pic0.jpeg,1948,2,6,1,6,0,5,2,0,0,0,0,4,0,0,1
178,026-214.38_pic1.jpeg,1948,2,6,1,6,0,5,2,0,0,0,0,4,0,0,1
179,026-214.38_pic2.jpeg,1948,2,6,1,6,0,5,2,0,0,0,0,4,0,0,1
180,026-214.38_pic3.jpeg,1948,2,6,1,6,0,5,2,0,0,0,0,4,0,0,1
181,026-214.38_pic4.jpeg,1948,2,6,1,6,0,5,2,0,0,0,0,4,0,0,1
182,026-215.31_pic0.jpeg,1992,2,6,1,6,0,5,2,0,0,0,2,2,0,0,1
183,026-215.31_pic1.jpeg,1992,2,6,1,6,0,5,2,0,0,0,2,2,0,0,1
184,026-215.31_pic3.jpeg,1992,2,6,1,6,0,5,2,0,0,0,2,2,0,0,1
185,026-215.31_pic4.jpeg,1992,2,6,1,6,0,5,2,0,0,0,2,2,0,0,1
186,026-214.05_pic0.jpeg,2016,6,14,1,14,0,3,1,0,0,0,0,3,0,0,0
187,026-214.05_pic1.jpeg,2016,6,14,1,14,0,3,1,0,0,0,0,3,0,0,0
188,026-214.05_pic2.jpeg,2016,6,14,1,14,0,3,1,0,0,0,0,3,0,0,0
189,026-214.05_pic3.jpeg,2016,6,14,1,14,0,3,1,0,0,0,0,3,0,0,0
190,026-214.05_pic4.jpeg,2016,6,14,1,14,0,3,1,0,0,0,0,3,0,0,0
191,026-215.07_pic0.jpeg,1981,3,6,1,6,0,5,2,1,0,0,2,2,0,0,1
192,026-215.07_pic1.jpeg,1981,3,6,1,6,0,5,2,1,0,0,2,2,0,0,1
193,026-215.07_pic2.jpeg,1981,3,6,1,6,0,5,2,1,0,0,2,2,0,0,1
194,026-215.07_pic3.jpeg,1981,3,6,1,6,0,5,2,1,0,0,2,2,0,0,1
195,026-215.07_pic4.jpeg,1981,3,6,1,6,0,5,2,1,0,0,2,2,0,0,1
196,026-214.04_pic0.jpeg,1952,3,6,1,6,0,5,1,0,0,0,3,3,0,0,1
197,026-214.04_pic1.jpeg,1952,3,6,1,6,0,5,1,0,0,0,3,3,0,0,1
198,026-214.04_pic3.jpeg,1952,3,6,1,6,0,5,1,0,0,0,3,3,0,0,1
199,026-215.25_pic0.jpeg,1976,2,6,1,6,0,5,2,0,0,0,0,4,0,0,0
200,026-214.41_pic2.jpeg,1986,2,6,1,6,0,5,2,0,0,0,2,1,0,1,1
201,026-215.46_pic0.jpeg,1981,2,6,1,6,0,5,2,2,0,0,4,2,0,0,0
202,026-215.46_pic1.jpeg,1981,2,6,1,6,0,5,2,2,0,0,4,2,0,0,0
203,026-215.46_pic2.jpeg,1981,2,6,1,6,0,5,2,2,0,0,4,2,0,0,0
204,026-215.46_pic3.jpeg,1981,2,6,1,6,0,5,2,2,0,0,4,2,0,0,0
205,026-215.46_pic4.jpeg,1981,2,6,1,6,0,5,2,2,0,0,4,2,0,0,0
206,026-214.03_pic0.jpeg,1950,2,6,1,6,0,5,2,0,0,0,3,0,0,0,1
207,026-214.03_pic1.jpeg,1950,2,6,1,6,0,5,2,0,0,0,3,0,0,0,1
208,026-214.03_pic2.jpeg,1950,2,6,1,6,0,5,2,0,0,0,3,0,0,0,1
209,026-214.03_pic3.jpeg,1950,2,6,1,6,0,5,2,0,0,0,3,0,0,0,1
210,026-214.03_pic4.jpeg,1950,2,6,1,6,0,5,2,0,0,0,3,0,0,0,1
211,026-214.42_pic0.jpeg,1958,2,6,1,6,0,4,2,0,0,0,1,3,1,0,1
212,026-214.42_pic1.jpeg,1958,2,6,1,6,0,4,2,0,0,0,1,3,1,0,1
213,026-214.42_pic2.jpeg,1958,2,6,1,6,0,4,2,0,0,0,1,3,1,0,1
214,026-214.42_pic3.jpeg,1958,2,6,1,6,0,4,2,0,0,0,1,3,1,0,1
215,026-214.42_pic4.jpeg,1958,2,6,1,6,0,4,2,0,0,0,1,3,1,0,1
216,026-214.47_pic2.jpeg,1972,2,6,1,6,0,5,0,2,0,0,4,4,0,0,1
217,026-214.47_pic4.jpeg,1972,2,6,1,6,0,5,0,2,0,0,4,4,0,0,1
218,026-215.09_pic0.jpeg,2011,6,14,1,14,0,4,1,0,0,0,0,0,0,1,1
219,026-215.09_pic1.jpeg,2011,6,14,1,14,0,4,1,0,0,0,0,0,0,1,1
220,026-215.09_pic2.jpeg,2011,6,14,1,14,0,4,1,0,0,0,0,0,0,1,1
221,026-214.43_pic0.jpeg,1985,2,6,1,6,0,5,2,2,0,0,0,1,0,0,0
222,026-214.43_pic1.jpeg,1985,2,6,1,6,0,5,2,2,0,0,0,1,0,0,0
223,026-214.43_pic2.jpeg,1985,2,6,1,6,0,5,2,2,0,0,0,1,0,0,0
224,026-214.43_pic4.jpeg,1985,2,6,1,6,0,5,2,2,0,0,0,1,0,0,0
225,026-215.21_pic2.jpeg,1991,2,6,1,6,0,5,0,0,0,0,1,2,0,0,1
226,026-215.26_pic0.jpeg,1989,2,6,1,6,0,5,2,0,0,0,4,0,0,0,0
227,026-215.26_pic1.jpeg,1989,2,6,1,6,0,5,2,0,0,0,4,0,0,0,0
228,026-215.26_pic2.jpeg,1989,2,6,1,6,0,5,2,0,0,0,4,0,0,0,0
229,026-215.26_pic4.jpeg,1989,2,6,1,6,0,5,2,0,0,0,4,0,0,0,0
230,026-214.01_pic3.jpeg,1999,2,34,0,34,0,8,0,0,0,0,0,2,0,0,0
231,026-214.01_pic4.jpeg,1999,2,34,0,34,0,8,0,0,0,0,0,2,0,0,0
232,026-215.20_pic0.jpeg,1987,2,6,1,6,0,5,1,1,0,0,2,3,0,0,1
233,026-215.20_pic1.jpeg,1987,2,6,1,6,0,5,1,1,0,0,2,3,0,0,1
234,026-215.20_pic2.jpeg,1987,2,6,1,6,0,5,1,1,0,0,2,3,0,0,1
235,026-215.20_pic3.jpeg,1987,2,6,1,6,0,5,1,1,0,0,2,3,0,0,1
236,026-215.20_pic4.jpeg,1987,2,6,1,6,0,5,1,1,0,0,2,3,0,0,1
237,026-214.46_pic0.jpeg,1965,2,15,1,15,0,4,1,2,0,0,0,2,0,0,1
238,026-214.46_pic1.jpeg,1965,2,15,1,15,0,4,1,2,0,0,0,2,0,0,1
239,026-214.46_pic2.jpeg,1965,2,15,1,15,0,4,1,2,0,0,0,2,0,0,1
240,026-214.46_pic3.jpeg,1965,2,15,1,15,0,4,1,2,0,0,0,2,0,0,1
241,026-215.27_pic0.jpeg,1980,4,14,1,14,0,5,2,2,0,0,4,4,0,0,1
242,026-215.27_pic1.jpeg,1980,4,14,1,14,0,5,2,2,0,0,4,4,0,0,1
243,026-215.27_pic2.jpeg,1980,4,14,1,14,0,5,2,2,0,0,4,4,0,0,1
244,026-215.27_pic3.jpeg,1980,4,14,1,14,0,5,2,2,0,0,4,4,0,0,1
245,026-215.27_pic4.jpeg,1980,4,14,1,14,0,5,2,2,0,0,4,4,0,0,1
246,026-214.45_pic0.jpeg,1960,2,35,1,35,0,4,1,1,0,0,2,2,0,0,1
247,026-214.45_pic1.jpeg,1960,2,35,1,35,0,4,1,1,0,0,2,2,0,0,1
248,026-214.45_pic2.jpeg,1960,2,35,1,35,0,4,1,1,0,0,2,2,0,0,1
249,026-214.45_pic3.jpeg,1960,2,35,1,35,0,4,1,1,0,0,2,2,0,0,1
250,026-214.45_pic4.jpeg,1960,2,35,1,35,0,4,1,1,0,0,2,2,0,0,1
251,026-214.44_pic0.jpeg,1942,2,14,1,14,0,5,2,0,0,1,2,4,0,0,1
252,026-214.44_pic1.jpeg,1942,2,14,1,14,0,5,2,0,0,1,2,4,0,0,1
253,026-214.44_pic3.jpeg,1942,2,14,1,14,0,5,2,0,0,1,2,4,0,0,1
254,026-215.51_pic0.jpeg,1991,3,33,1,33,0,5,2,2,0,1,3,0,0,0,0
255,026-215.51_pic1.jpeg,1991,3,33,1,33,0,5,2,2,0,1,3,0,0,0,0
256,026-215.51_pic2.jpeg,1991,3,33,1,33,0,5,2,2,0,1,3,0,0,0,0
257,026-215.51_pic3.jpeg,1991,3,33,1,33,0,5,2,2,0,1,3,0,0,0,0
258,026-215.51_pic4.jpeg,1991,3,33,1,33,0,5,2,2,0,1,3,0,0,0,0
259,026-215.28_pic0.jpeg,1990,2,6,1,6,0,5,1,2,0,0,2,4,0,0,1
260,026-215.28_pic1.jpeg,1990,2,6,1,6,0,5,1,2,0,0,2,4,0,0,1
261,026-215.28_pic2.jpeg,1990,2,6,1,6,0,5,1,2,0,0,2,4,0,0,1
262,026-215.28_pic3.jpeg,1990,2,6,1,6,0,5,1,2,0,0,2,4,0,0,1
263,026-215.28_pic4.jpeg,1990,2,6,1,6,0,5,1,2,0,0,2,4,0,0,1
264,026-215.01_pic0.jpeg,1991,2,6,1,6,0,5,2,0,0,0,0,4,0,0,1
265,026-215.01_pic1.jpeg,1991,2,6,1,6,0,5,2,0,0,0,0,4,0,0,1
266,026-215.01_pic3.jpeg,1991,2,6,1,6,0,5,2,0,0,0,0,4,0,0,1
267,026-215.01_pic4.jpeg,1991,2,6,1,6,0,5,2,0,0,0,0,4,0,0,1
268,026-215.48_pic0.jpeg,1981,2,33,1,33,0,5,1,0,0,1,4,5,0,1,1
269,026-215.48_pic1.jpeg,1981,2,33,1,33,0,5,1,0,0,1,4,5,0,1,1
270,026-215.48_pic2.jpeg,1981,2,33,1,33,0,5,1,0,0,1,4,5,0,1,1
271,026-215.48_pic4.jpeg,1981,2,33,1,33,0,5,1,0,0,1,4,5,0,1,1
272,026-207.03_pic0.jpeg,1985,2,6,1,6,0,4,2,0,0,0,1,4,2,0,1
273,026-207.03_pic1.jpeg,1985,2,6,1,6,0,4,2,0,0,0,1,4,2,0,1
274,026-207.03_pic2.jpeg,1985,2,6,1,6,0,4,2,0,0,0,1,4,2,0,1
275,026-207.03_pic3.jpeg,1985,2,6,1,6,0,4,2,0,0,0,1,4,2,0,1
